,0,1
0,-2.4127433,-32.59269
1,2.2333407,-35.202328
2,-5.107196,-23.601023
3,-2.8983243,-31.277187
4,-5.6261826,-24.40407
5,3.9487755,-36.44096
6,6.7462096,-35.889324
7,-1.1186916,-31.095673
8,-7.2771297,-23.72463
9,-0.43063474,-31.134392
10,-5.99341,-11.938058
11,4.1237116,-22.369755
12,5.3462515,-19.044964
13,-9.47259,-13.533214
14,-7.1127715,-7.0661197
15,-5.6626673,-7.832602
16,-5.32036,-6.215038
17,-8.548265,-7.5788736
18,-4.6969633,-14.8339405
19,7.367666,-4.3134975
20,5.365807,-0.23291641
21,4.155795,-4.0633726
22,6.9891644,-0.8943163
23,4.7258997,-10.0465355
24,-1.7097942,-5.869668
25,-7.81747,-7.967968
26,-8.567017,-8.204726
27,3.863167,-2.4798043
28,5.1360717,-10.6202
29,-6.9164643,-11.824207
30,-9.318456,-5.3681912
31,-4.959993,-4.487843
32,-4.5208306,-8.847902
33,-1.0165813,-8.807307
34,-9.344642,-9.12392
35,-8.930901,-10.344035
36,-6.093997,-7.641236
37,-4.709563,-25.614758
38,0.9792024,-31.138605
39,-5.3790584,-26.33028
40,5.889946,-30.203547
41,6.84057,-27.449932
42,-9.651699,-10.760212
43,-5.581745,-24.1238
44,-10.244198,-12.292015
45,-5.500093,-21.628428
46,-6.504223,-23.921019
47,-4.0439596,-31.543474
48,-4.961069,-9.408459
49,-9.025599,-12.144597
50,-10.6525,-10.503686
51,-8.386457,-6.519175
52,-6.1727815,-8.435273
53,-6.6971784,-6.18802
54,-10.139121,-3.4912663
55,16.954374,-36.692772
56,16.050467,-35.562744
57,6.745876,-33.01958
58,6.5826654,-33.02889
59,15.724527,-35.57744
60,4.2793183,-32.639668
61,-1.6566335,-28.93659
62,-0.53297824,-29.042921
63,-3.2525754,-24.914478
64,4.7440085,-28.5869
65,4.242175,-28.345846
66,5.5444527,-25.79081
67,5.6524453,-20.874392
68,6.958058,-20.26539
69,-1.0768476,-25.187998
70,1.4997921,-23.485567
71,0.7406034,-23.920002
72,-1.2859812,-27.768934
73,8.6740055,-13.758739
74,7.0753064,-16.754114
75,10.075841,-3.071821
76,14.778643,-14.301744
77,10.300488,-10.467304
78,11.5063305,-10.48653
79,6.984205,-14.155124
80,4.383469,-21.040794
81,1.791963,-22.564972
82,3.2656093,-23.166273
83,-0.1146216,-29.579397
84,0.24386056,-32.47882
85,5.4464803,-28.394812
86,3.6927888,-36.45857
87,8.885917,-32.29383
88,4.287675,-33.812195
89,4.9028163,-33.8077
90,2.8719673,-35.997597
91,5.5441637,-35.718914
92,8.036503,-32.785515
93,2.082292,-33.954525
94,2.6136658,-34.65812
95,7.934296,8.739033
96,8.9260645,6.5464606
97,15.940722,-15.508196
98,17.14989,-11.715151
99,14.102175,-16.225325
100,9.638848,-2.495797
101,11.752155,-17.482801
102,11.1131115,-17.686052
103,-0.48216847,-27.949553
104,-14.481831,25.925688
105,-10.783407,3.6497376
106,-7.575509,0.2243699
107,2.578853,15.392014
108,-10.721974,26.719622
109,-13.848778,23.528555
110,-5.3253875,1.5895641
111,15.930806,-36.95275
112,14.104734,-36.582767
113,1.2206483,13.949783
114,-4.0488353,0.8126079
115,-8.417598,-0.027333677
116,-8.045685,-3.602947
117,-17.607388,37.930267
118,-4.4406843,-25.015661
119,0.83495677,-33.781284
120,-4.388899,-12.55134
121,-4.6008244,-13.679461
122,-7.143989,-5.2895813
123,-8.344188,-4.3400993
124,-5.438248,-15.166372
125,-6.7162857,6.439814
126,0.25262952,17.581253
127,-9.142154,-3.584195
128,6.1456733,0.09373475
129,2.0511208,13.875415
130,0.4911012,16.81373
131,-0.07854702,18.762411
132,-2.3186696,-15.609817
133,-14.416296,38.14086
134,-13.233984,38.40388
135,-3.5036697,-11.152464
136,-3.89192,39.327213
137,-17.219582,37.327435
138,-16.53328,37.34511
139,-4.4926753,-0.09164496
140,-11.070215,-2.1073515
141,-5.159655,25.95368
142,-0.08567904,2.4506848
143,2.5231278,-11.026922
144,-7.1333523,-10.249783
145,-6.6275315,-3.1603103
146,-6.540271,24.874508
147,-1.997232,25.85741
148,10.60832,-34.941082
149,13.319143,-34.27119
150,-8.604948,-11.558277
151,-7.718776,-5.9543853
152,-5.333758,-11.089586
153,4.2205987,-9.992741
154,0.6902059,0.9901707
155,-8.810768,-2.4750233
156,1.1121864,3.1352124
157,-11.675983,-10.721388
158,1.9466542,-8.366179
159,1.2912211,-13.25573
160,-10.124953,-2.5138319
161,6.6268363,-1.4312015
162,-1.0091119,-1.3015375
163,16.54751,-1.9522257
164,-2.403236,-2.5793474
165,5.626627,-2.4895709
166,-6.8919644,-9.13934
167,11.189206,-7.8604116
168,12.2522745,-16.123507
169,2.5324814,-10.145147
170,16.250872,-4.2860446
171,6.265295,1.8236536
172,3.5116382,1.3704375
173,0.7550214,-0.21410105
174,9.629459,4.6815248
175,5.001709,-3.9817045
176,2.7974222,-4.2631526
177,16.797562,-4.1157417
178,5.025746,-4.740857
179,5.2601395,-6.905326
180,1.9888979,-4.693824
181,0.2713026,-22.08324
182,3.054332,-8.698239
183,14.070891,-6.9501452
184,13.632306,-6.930548
185,3.2184858,0.92280036
186,16.821577,-2.1750607
187,17.678154,-6.1227527
188,15.599063,-6.7853136
189,0.7114088,19.885906
190,-7.850367,7.552839
191,2.1311405,-1.5599822
192,1.1073159,-1.7370195
193,1.1244425,18.697346
194,4.084596,-6.601299
195,16.74798,-4.8422775
196,7.293076,-11.845829
197,14.814196,1.2921844
198,-3.756367,29.072605
199,-5.1968646,12.201349
200,-2.7897022,34.55998
201,-1.9940889,23.387022
202,2.9971828,18.099352
203,3.4397137,31.844755
204,-3.7515306,17.267319
205,-4.205882,7.4077067
206,0.54791653,25.205626
207,-3.4694827,-8.973698
208,-1.5557442,21.158215
209,-1.5101155,18.926258
210,-4.184649,21.117487
211,-3.1064572,17.342176
212,-4.7157745,14.859941
213,-12.807122,18.00368
214,-8.177927,28.417738
215,2.208949,35.326477
216,8.214959,5.269026
217,-8.177633,7.4063425
218,-5.229524,21.801403
219,-1.8214952,22.019596
220,0.47687453,25.968122
221,-8.654718,20.425724
222,-3.716166,39.827255
223,-15.024775,25.537172
224,-6.1941576,38.356674
225,-7.5063186,36.01182
226,-7.026596,26.538841
227,-2.6280549,18.87856
228,-5.03491,24.949095
229,-11.524165,15.597661
230,-12.198661,16.63075
231,-5.701459,26.198046
232,-12.599057,15.672067
233,-2.9375913,36.160976
234,-3.1246142,25.827375
235,-2.6112092,24.987469
236,0.23783432,20.43066
237,-0.50042915,19.89065
238,-3.467632,20.36688
239,-2.3447375,20.62719
240,-0.059677728,0.71167874
241,-3.294715,-1.7613752
242,-1.5182718,-5.3418684
243,-2.40656,-1.352054
244,2.7959628,-8.364223
245,1.2547536,19.894526
246,0.1566149,-1.4300299
247,17.573095,-4.3660026
248,-10.405388,-26.6767
249,15.465749,0.8647772
250,-1.918765,-2.2939827
251,-8.709989,-30.47906
252,8.16362,-5.867631
253,-3.2119114,-3.7208707
254,-10.601216,-27.486063
255,15.84759,-1.0709509
256,-12.291674,-27.71353
257,-12.916384,-28.278229
258,-12.047977,-28.550074
259,-12.303546,-30.55759
260,-10.555652,-28.700949
261,-9.412194,-25.40323
262,14.864042,-3.319126
263,14.96824,-2.710102
264,8.543222,-28.541079
265,10.456401,-30.60931
266,-2.9494374,5.987688
267,-3.202493,6.1143513
268,-4.66384,5.5216208
269,-5.1067247,4.8709784
270,-4.605336,6.261645
271,-6.1724987,5.850133
272,0.49641058,11.22567
273,6.7127748,19.91666
274,7.7833514,12.191392
275,9.93003,11.991069
276,11.731101,10.156169
277,10.616173,13.974956
278,9.271016,13.183864
279,6.201436,13.594855
280,-10.515147,21.435362
281,-11.694201,21.08528
282,-13.698843,31.661165
283,10.741574,11.73827
284,7.867599,24.292837
285,6.7423563,23.598238
286,6.8510814,23.12365
287,7.8041606,23.259417
288,5.524711,20.255695
289,6.3607926,11.240926
290,-12.349626,18.765636
291,8.20873,9.850689
292,13.583281,9.951157
293,11.425065,12.185706
294,10.968337,12.456931
295,8.530976,11.507687
296,3.0818307,15.459982
297,2.2867813,15.904462
298,5.714766,8.791944
299,6.4141397,9.993981
300,5.874197,10.622424
301,6.5088725,9.492449
302,9.002428,-5.212487
303,8.850871,-2.109737
304,5.7801657,1.1062622
305,12.437352,-10.097262
306,6.5487576,-0.28606832
307,9.180046,-16.466564
308,10.901251,-22.219286
309,18.828663,-22.558468
310,11.37592,-21.646482
311,17.43113,-22.383352
312,18.384811,-22.083004
313,19.74911,-21.54921
314,14.607935,-12.889873
315,8.943926,-19.59029
316,-11.940881,-29.650646
317,19.198183,-1.338596
318,-0.83608687,-2.9177516
319,4.011061,-20.262278
320,18.43698,-24.982296
321,9.224071,-7.4210677
322,7.929668,-3.1623769
323,-1.8359475,-13.358366
324,13.391438,-34.215664
325,5.698219,-6.471703
326,4.855494,-1.3628217
327,8.5161085,1.4371711
328,7.4810576,-12.724594
329,-10.726307,-30.90798
330,4.9910297,3.6911838
331,17.931047,-23.317036
332,9.337842,2.2670875
333,9.567256,1.0285003
334,13.207519,-9.845192
335,8.342748,-10.714876
336,7.4500313,-19.857908
337,4.929059,5.601262
338,8.438823,-10.305847
339,10.744534,-5.029723
340,3.6011817,-17.988245
341,10.016665,-4.9876833
342,-4.90571,-11.761457
343,7.9342146,-19.07866
344,9.276205,-18.699072
345,9.810206,-24.10144
346,5.2356873,-5.194412
347,6.095315,-24.728878
348,7.041783,-24.796011
349,6.9704413,1.7306249
350,8.72206,-3.9328194
351,8.425988,-1.6470392
352,2.990251,-10.160371
353,15.219152,-4.874176
354,0.32429168,-0.39011493
355,9.980841,-3.965916
356,14.987993,-11.276683
357,15.340487,-13.316764
358,7.0488544,-23.100843
359,5.7107353,-21.944012
360,8.973036,-6.3870487
361,11.23176,-6.4525733
362,10.80497,-3.6581063
363,-2.5643702,-29.759737
364,-0.94243294,-32.852097
365,4.691923,-25.554935
366,1.8339881,-23.725096
367,-0.1538252,-26.77967
368,3.5769439,-29.281807
369,-2.8312159,-27.647116
370,-1.3536505,-30.014965
371,-2.1524944,-28.252228
372,-0.96658456,-26.485205
373,2.3600748,-29.841553
374,5.3962255,-29.719082
375,6.9072814,-29.268898
376,7.0131855,-29.428402
377,0.36413452,-28.607153
378,0.968432,-28.27618
379,13.008769,-21.285858
380,12.133478,-20.061552
381,13.68118,-14.2236
382,16.174128,-12.445787
383,14.400307,-15.674546
384,16.609865,-12.949825
385,16.979242,-11.1222515
386,11.246482,5.8153024
387,9.228215,8.195451
388,8.82374,7.859089
389,4.790415,11.054458
390,4.2114124,12.490886
391,9.733191,9.266055
392,4.161976,7.5570507
393,9.86111,10.175493
394,7.0997744,8.781293
395,9.883119,7.0685673
396,10.427093,10.494784
397,11.544156,-0.7239292
398,15.931672,-16.782265
399,14.758771,-17.665031
400,9.5630665,-31.712704
401,8.396345,15.063586
402,13.534191,11.4659815
403,11.400136,6.85395
404,11.199056,9.198313
405,16.200113,-24.529099
406,17.006966,-15.215869
407,14.374296,-17.589907
408,10.743054,8.057467
409,6.408022,12.747348
410,7.5329566,11.074635
411,7.516876,14.687261
412,6.4196777,12.540237
413,12.150145,10.879177
414,18.168491,-20.588339
415,17.492132,-20.351255
416,17.24041,-21.314344
417,14.068453,-29.307346
418,-3.7580695,-29.430296
419,14.265344,-19.344557
420,14.657051,-18.991852
421,16.534147,-18.302402
422,-3.9859145,-6.3348484
423,18.612274,-12.437085
424,16.895657,-16.848885
425,15.038422,-16.79918
426,10.638071,-14.831271
427,12.778158,-11.805335
428,14.896676,-15.382585
429,15.196927,-21.932312
430,11.6344595,-12.512417
431,4.4642415,-23.955576
432,8.435289,-20.98414
433,13.409845,-21.933334
434,16.80675,-22.56077
435,-4.581925,6.816909
436,-6.4234796,7.6237726
437,-12.744712,-30.71029
438,13.060082,-17.105574
439,11.151866,-20.00706
440,-10.872347,-29.975386
441,-9.957623,-29.389887
442,2.4077733,-26.274261
443,8.995186,-20.561077
444,17.605185,-3.183766
445,-11.307469,-29.418459
446,-11.3193245,-28.421959
447,18.683489,-1.6974884
448,-0.107557625,-2.3727293
449,-1.0386006,-3.4165719
450,2.2083812,-21.385334
451,6.6594305,-5.444446
452,-1.1304274,-2.3298204
453,6.0177145,-21.023815
454,9.356289,-4.657676
455,7.0197377,-13.415999
456,10.13091,2.8066409
457,12.516673,-13.260553
458,15.716332,-7.010851
459,4.133246,-24.625774
460,3.3653855,-25.817213
461,5.351463,-25.5634
462,6.4886055,-22.818121
463,-1.7267113,-26.799631
464,9.9251995,-22.167253
465,4.316846,-30.467003
466,-4.1997643,-30.8244
467,3.853074,-29.78135
468,-0.71534073,-28.354116
469,-3.153733,-29.081362
470,-9.420276,-15.56957
471,-10.172052,-26.351044
472,16.131962,-0.9801021
473,9.695879,-13.784384
474,6.1118083,-22.350323
475,8.543684,-15.377492
476,1.4465799,-24.45739
477,8.596403,-13.153444
478,20.674328,-24.401384
479,7.595355,-14.9078455
480,18.45624,-24.200352
481,19.083332,-21.222948
482,18.899174,-22.066385
483,9.251549,-14.832391
484,9.967739,-36.376526
485,-15.24135,16.184927
486,0.35873407,-37.91115
487,-10.229964,41.485794
488,-8.192488,41.716766
489,-16.77923,27.16243
490,-3.088637,40.728558
491,-12.625798,36.312496
492,-11.1770115,35.67444
493,-8.238737,38.624317
494,-15.119279,28.836657
495,-13.971811,36.087727
496,-9.94056,21.900204
497,-14.728213,32.009018
498,-17.32186,31.366314
499,-8.783012,31.472822
500,-14.11007,30.758385
501,-14.625543,17.07856
502,-15.267407,31.126211
503,5.503266,21.679102
504,-11.301954,29.033567
505,-10.8282585,30.711363
506,-11.8567095,30.847525
507,-12.232983,32.155228
508,-15.936358,38.875076
509,-13.358674,26.383123
510,-12.026032,26.148514
511,-11.8523,34.515682
512,-12.677413,33.259014
513,-14.547579,33.08287
514,-11.255238,33.792603
515,-11.684485,27.573227
516,-10.575548,33.173244
517,-12.048684,33.867447
518,-13.738137,28.736776
519,10.885952,-35.419716
520,-11.982162,35.54733
521,-12.788376,30.9367
522,-12.731414,26.548899
523,-11.501995,23.280033
524,-10.2833,23.015598
525,-11.105608,23.026196
526,-12.651504,24.96198
527,-10.682729,31.645702
528,-11.037564,24.354338
529,-11.714114,25.039072
530,-10.585108,25.638641
531,-9.07737,23.915527
532,-5.01791,11.7575245
533,15.883298,-36.956093
534,14.801943,-36.99389
535,-2.8421001,-12.31918
536,10.892555,-33.44042
537,10.012297,-32.39551
538,-8.053825,1.6873378
539,16.470108,-36.188377
540,16.329895,-26.686674
541,12.746708,-24.749817
542,-9.1146,15.944462
543,16.24827,-31.114607
544,15.206391,-31.607718
545,15.828004,-31.318089
546,-17.36757,18.173326
547,-9.92148,16.248281
548,-2.1568,24.73909
549,15.019827,-36.455982
550,0.0650625,-37.692554
551,-9.761512,35.020058
552,-6.2318687,21.913542
553,-3.0345728,27.524532
554,-1.4574766,27.687475
555,0.95113677,28.553484
556,-1.0365062,26.761261
557,-8.566573,37.7234
558,-2.4066315,31.621296
559,1.4065319,21.374393
560,-0.42659456,27.724125
561,-2.634801,22.750746
562,-2.381097,30.06378
563,-0.4115189,30.024567
564,-1.3617605,28.720358
565,-2.0493844,28.113089
566,-5.4297895,30.087866
567,0.89822435,27.070995
568,-2.6472359,29.867706
569,-13.370325,15.766317
570,-2.7067888,28.755821
571,-7.5104027,39.775677
572,-7.582783,38.06994
573,-0.53445935,30.318361
574,3.5666354,35.925404
575,-1.5223515,29.328493
576,-8.259383,29.244183
577,12.35514,13.803549
578,-1.9725363,20.143755
579,0.35534742,-18.455988
580,12.03773,-26.849339
581,-4.8354406,-19.393442
582,12.281938,-31.069715
583,14.146503,-26.648403
584,11.358346,-26.230633
585,-9.166268,37.84299
586,-9.418213,33.454956
587,-15.892237,32.72001
588,-14.9159,34.080444
589,0.81057566,-9.819953
590,-11.597,16.609373
591,-0.3659044,23.428726
592,12.197049,-26.701775
593,1.0392525,6.6776524
594,-3.7583976,30.90329
595,-7.958019,40.61841
596,-5.459725,35.118034
597,-16.309587,18.189367
598,-15.519595,18.111263
599,-13.398755,40.839252
600,-12.8567915,42.984337
601,-11.118578,32.52139
602,-13.912707,39.976627
603,-5.360337,36.204018
604,-13.379668,41.327515
605,-0.56948215,35.96721
606,-11.988912,40.099552
607,-8.783464,40.683483
608,-11.439497,39.78305
609,-11.373608,26.860744
610,-11.760093,-3.7238965
611,-4.6866727,10.873264
612,-7.344704,32.75508
613,-16.167273,37.610992
614,-15.291546,15.472927
615,-10.391345,34.67908
616,-8.994129,39.872795
617,-11.060535,41.680607
618,-8.022828,1.3390193
619,-13.768344,33.02939
620,-14.283534,35.5148
621,-9.551643,29.721207
622,-7.724425,39.273247
623,-14.850553,16.729534
624,-5.7221937,34.176853
625,-5.553936,34.739414
626,-4.50976,34.367485
627,1.8669534,30.45248
628,-6.5031548,32.016094
629,-2.5298772,16.784927
630,5.124474,7.699029
631,-12.590264,23.869339
632,-9.112282,20.973793
633,3.4871635,12.761008
634,-13.588674,16.460136
635,-5.171059,38.87937
636,-6.6493893,40.547554
637,-7.752913,35.32629
638,-7.194039,30.435188
639,-8.612114,27.726763
640,-6.100053,32.756874
641,-5.669805,39.57969
642,-5.125218,39.70288
643,-5.115606,32.332493
644,-4.869451,40.901993
645,-10.136957,36.29308
646,-12.916558,34.262215
647,3.899153,14.2378025
648,4.6718144,25.211576
649,-7.1812725,19.162413
650,5.522699,25.170862
651,0.7480604,11.183166
652,5.552643,22.75066
653,3.2226229,31.429256
654,5.194546,22.132998
655,-10.258384,16.184628
656,-6.3930187,19.26391
657,5.7851915,24.399935
658,4.5960703,24.81827
659,4.9098773,23.282612
660,-15.857141,31.472929
661,-8.668354,19.38691
662,-9.072214,19.297548
663,-12.789502,29.747791
664,-11.9035845,11.994121
665,-9.001028,-18.580894
666,0.8258346,35.280773
667,4.85428,29.237284
668,-5.440503,40.665672
669,-6.832591,41.533234
670,-10.017778,38.739223
671,-7.267734,43.01389
672,-11.520067,37.354137
673,-17.395636,33.385147
674,-14.228356,42.1096
675,-15.462104,42.368713
676,-14.066994,42.57589
677,-14.745266,42.046867
678,-15.231738,42.913166
679,-1.8318728,31.510061
680,-1.1689454,31.48368
681,-4.9243827,42.389297
682,-5.4110503,5.9550657
